2008.467   139.6   0.029   0.020
2012.571   271.1   0.014   0.003
2012.571   269.1   0.014   0.003
2013.564    35.1   0.016   0.002
2013.564    36.4   0.015   0.002
2014.564    92.6   0.021   0.002
2014.564    91.0   0.020   0.002
2015.497   176.5   0.024   0.020
2019.3795562  135.7   0.0213   0.001
2019.3795832  135.2   0.0216   0.001
2019.3851562  132.0   0.0213  0.001
2019.3851832  134.1   0.0216   0.001
